[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces pszczelarz...
[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces ul...
[2025-01-21 18:19:49.854] [MAIN] Uruchamiam proces krolowa...
[2025-01-21 18:19:53.877] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862111938240
[2025-01-21 18:19:53.877] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859930883776
[2025-01-21 18:19:54.857] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863598307008
[2025-01-21 18:19:54.857] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139859922491072
[2025-01-21 18:19:54.858] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863547950784
[2025-01-21 18:19:54.858] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139861289846464
[2025-01-21 18:19:54.858] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863445722816
[2025-01-21 18:19:54.858] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859704411840
[2025-01-21 18:19:54.859] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139863462508224
[2025-01-21 18:19:54.859] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139859696019136
[2025-01-21 18:19:54.859] Stan: 49/50, [ROBOTNICA] Pszczolas wyszla wejsciem 2, id: 139862892066496
[2025-01-21 18:19:54.859] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859687626432
[2025-01-21 18:19:54.862] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139862355195584
[2025-01-21 18:19:54.862] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 1, id: 139859679233728
[2025-01-21 18:19:54.865] Stan: 49/50, [ROBOTNICA] Pszczola wyszla wejsciem 1, id: 139863539558080
[2025-01-21 18:19:54.865] Stan: 50/50, [ROBOTNICA] Pszczoła weszła wejsciem 2, id: 139859662448320
